"url","type","date","title","contributor","wordcount","viewcount"
"http://www.lrb.co.uk/v22/n16/james-davidson/clinging-to-the-sides-of-a-black-precipitous-hole","book review","24 August 2000","Clinging to the Sides of a Black, Precipitous Hole writes about <em>The World of Prometheus: The Politics of Punishing in Democratic Athens</em> by Danielle Allen","James Davidson","4979","4135"
"http://www.lrb.co.uk/v22/n17/jenny-turner/a-tulip-and-two-bulbs","book review","7 September 2000","A Tulip and Two Bulbs: Jeanette Winterson","Jenny Turner","3898","3087"
"http://www.lrb.co.uk/v22/n17/linda-colley/little-havens-of-intimacy","book review","7 September 2000","Little Havens of Intimacy: Margaret Thatcher","Linda Colley","3078","2360"
"http://www.lrb.co.uk/v22/n17/michael-wood/that-wooden-leg","book review","7 September 2000","That Wooden Leg: Conversations with Don Luis","Michael Wood","5233","2357"
"http://www.lrb.co.uk/v22/n17/steven-shapin/dont-let-that-crybaby-in-here-again","book review","7 September 2000","Don’t let that crybaby in here again: The Manhattan Project","Steven Shapin","3306","3965"
"http://www.lrb.co.uk/v22/n18/hal-foster/slumming-with-rappers-at-the-roxy","book review","21 September 2000","Slumming with Rappers at the Roxy on <em>Nobrow: The Culture of Marketing, the Marketing of Culture</em> by John Seabrook","Hal Foster","3591","6052"
"http://www.lrb.co.uk/v22/n18/john-upton/crimewatch-uk","essay","21 September 2000","Crimewatch UK: The Tabloids, the Judges and the Mob","John Upton","2843","1359"
"http://www.lrb.co.uk/v22/n18/zachary-leader/daisy-packs-her-bags","book review","21 September 2000","Daisy packs her bags: The Road to West Egg","Zachary Leader","4216","5522"
"http://www.lrb.co.uk/v22/n19/edward-luttwak/truckers-tantrums","essay","5 October 2000","Truckers’ Tantrums: Put up the price of oil","Edward Luttwak","3556","1016"
"http://www.lrb.co.uk/v22/n19/murray-sayle/in-the-tart-shop","book review","5 October 2000","In the Tart Shop: How Sydney got its Opera House","Murray Sayle","6293","2723"
"http://www.lrb.co.uk/v22/n19/peter-campbell/at-dulwich-picture-gallery","exhibition review","5 October 2000","At Dulwich Picture Gallery: Gerrit Dou","Peter Campbell","705","2873"
"http://www.lrb.co.uk/v22/n19/thomas-jones/short-cuts","article","5 October 2000","Short Cuts: National Poetry Day","Thomas Jones","820","1190"
"http://www.lrb.co.uk/v22/n20/frank-kermode/no-tricks","book review","19 October 2000","No Tricks: Raymond Carver","Frank Kermode","2719","3723"
"http://www.lrb.co.uk/v22/n20/ian-hacking/what-did-aum-shinrikyo-have-in-mind","book review","19 October 2000","What did Aum Shinrikyo have in mind?: Sarin in the Subway","Ian Hacking","5966","5372"
"http://www.lrb.co.uk/v22/n20/jl-nelson/what-a-woman","book review","19 October 2000","What a Woman!: Joan of Arc","J.L. Nelson","4527","1037"
"http://www.lrb.co.uk/v22/n20/peter-campbell/at-the-v-and-a","exhibition review","19 October 2000","At the V&amp;A: fashion photography","Peter Campbell","576","2835"
"http://www.lrb.co.uk/v22/n20/thomas-jones/short-cuts","article","19 October 2000","Short Cuts: What’s in a name?","Thomas Jones","899","2288"
"http://www.lrb.co.uk/v22/n21/james-francken/short-cuts","article","2 November 2000","Short Cuts: the Booker Prize shortlist","James Francken","1310","605"
"http://www.lrb.co.uk/v22/n21/john-barrell/inside-the-head","book review","2 November 2000","Inside the Head: The Corruption of Literary Biography","John Barrell","3940","2369"
"http://www.lrb.co.uk/v22/n21/paul-foot/medes-and-persians","essay","2 November 2000","Medes and Persians: The Government’s Favourite Accountants","Paul Foot","2955","2701"
"http://www.lrb.co.uk/v22/n21/richard-poirier/how-far-shall-i-take-this-character","book review","2 November 2000","How far shall I take this character?: The Corruption of Literary Biography","Richard Poirier","6327","2249"
"http://www.lrb.co.uk/v22/n22/elizabeth-spelman/how-do-they-see-you","book review","16 November 2000","How do they see you?: Martha Nussbaum","Elizabeth Spelman","3727","1939"
"http://www.lrb.co.uk/v22/n22/james-meek/sex-is-best-when-you-lose-your-head","book review","16 November 2000","Sex is best when you lose your head: <em>Promiscuity</em> by Tim Birkhead","James Meek","3093","6589"
"http://www.lrb.co.uk/v22/n22/peter-campbell/at-the-national-portrait-gallery","exhibition review","16 November 2000","At the National Portrait Gallery: <em>Painting the Century</em>","Peter Campbell","688","2465"
"http://www.lrb.co.uk/v22/n22/peter-wollen/tankishness","book review","16 November 2000","Tankishness: <em>Tank</em> by Patrick Wright","Peter Wollen","6313","2553"
"http://www.lrb.co.uk/v22/n22/thomas-jones/short-cuts","article","16 November 2000","Short Cuts: <em>Dead Babies</em>","Thomas Jones","915","1427"
"http://www.lrb.co.uk/v22/n23/daniel-soar/short-cuts","article","30 November 2000","Short Cuts: The Kursk","Daniel Soar","1237","1208"
"http://www.lrb.co.uk/v22/n23/hal-foster/the-great-us-election-disaster","essay","30 November 2000","The Great US Election Disaster: The 2000 US Presidential Election","Hal Foster","3225","2626"
"http://www.lrb.co.uk/v22/n23/john-sutherland/a-dangerously-liquid-world","book review","30 November 2000","A Dangerously Liquid World: Alcoholics Anonymous","John Sutherland","3608","3704"
"http://www.lrb.co.uk/v22/n23/peter-campbell/at-the-villa-medici","exhibition review","30 November 2000","At the Villa Medici: 17th-Century Religous Paintings","Peter Campbell","1585","2779"
"http://www.lrb.co.uk/v22/n23/susan-eilenberg/forget-that-i-exist","book review","30 November 2000","Forget that I exist: Mary Wollstonecraft","Susan Eilenberg","5186","1776"
"http://www.lrb.co.uk/v22/n24/edward-said/palestinians-under-siege","essay","14 December 2000","Palestinians under Siege: putting Palestine on the map","Edward Said","6652","4383"
"http://www.lrb.co.uk/v22/n24/frank-kermode/at-tate-britain","exhibition review","14 December 2000","At Tate Britain: William Blake","Frank Kermode","1406","3205"
"http://www.lrb.co.uk/v22/n24/hugh-pennington/the-english-disease","essay","14 December 2000","The English Disease: Who’s to blame for BSE?","Hugh Pennington","4410","1779"
"http://www.lrb.co.uk/v22/n24/terry-castle/pipe-down-back-there","book review","14 December 2000","Pipe down back there!: The Willa Cather Wars","Terry Castle","7124","2697"
"http://www.lrb.co.uk/v22/n24/thomas-jones/short-cuts","article","14 December 2000","Short Cuts: bookshops","Thomas Jones","648","1080"
"http://www.lrb.co.uk/v23/n01/colm-toibin/issues-of-truth-and-invention","book review","4 January 2001","Issues of Truth and Invention: Francis Stuart’s wartime broadcasts","Colm Tóibín","11154","3484"
"http://www.lrb.co.uk/v23/n01/elaine-showalter/fade-to-greige","book review","4 January 2001","Fade to Greige: Georgio Armani","Elaine Showalter","4122","3166"
"http://www.lrb.co.uk/v23/n01/james-wood/bohumil-hrabal","book review","4 January 2001","Bohumil Hrabal: the life, times, letters and politics of Czech novelist Bohumil Hrabal","James Wood","4558","10405"
"http://www.lrb.co.uk/v23/n01/peter-campbell/at-the-royal-academy","exhibition review","4 January 2001","At the Royal Academy: Turner’s watercolours","Peter Campbell","708","3307"
"http://www.lrb.co.uk/v23/n01/thomas-jones/short-cuts","article","4 January 2001","Short Cuts: Bo yakasha.","Thomas Jones","1073","1868"
"http://www.lrb.co.uk/v23/n02/lorna-sage/landlocked","book review","25 January 2001","Landlocked: Henry Green","Lorna Sage","2783","1728"
"http://www.lrb.co.uk/v23/n02/malcolm-bull/hate-is-the-new-love","book review","25 January 2001","Hate is the new love: Slavoj Žižek","Malcolm Bull","3487","6117"
"http://www.lrb.co.uk/v23/n02/peter-campbell/behind-kings-cross","essay","25 January 2001","Behind King’s Cross: Gasometers","Peter Campbell","623","4078"
"http://www.lrb.co.uk/v23/n02/thomas-jones/short-cuts","article","25 January 2001","Short Cuts: the <em>Spectator</em>","Thomas Jones","905","971"
"http://www.lrb.co.uk/v23/n03/bruce-ackerman/anatomy-of-a-constitutional-coup","essay","8 February 2001","Anatomy of a Constitutional Coup: The 2000 US Election","Bruce Ackerman","4057","3448"
"http://www.lrb.co.uk/v23/n03/dinah-birch/fear-among-the-teacups","book review","8 February 2001","Fear among the Teacups: Ellen Wood","Dinah Birch","2550","2802"
"http://www.lrb.co.uk/v23/n03/john-sturrock/short-cuts","article","8 February 2001","Short Cuts: books and balls","John Sturrock","793","1190"
"http://www.lrb.co.uk/v23/n03/mark-mazower/the-g-word","book review","8 February 2001","The G-Word: The Armenian Massacres","Mark Mazower","4262","6423"
"http://www.lrb.co.uk/v23/n03/peter-campbell/at-the-royal-academy","exhibition review","8 February 2001","At the Royal Academy: Caravaggio","Peter Campbell","1157","2781"
"http://www.lrb.co.uk/v23/n04/frank-kermode/maximum-assistance-from-good-cooking-good-clothes-good-drink","book review","22 February 2001","Maximum Assistance from Good Cooking, Good Clothes, Good Drink: Auden’s Shakespeare","Frank Kermode","3572","7254"
"http://www.lrb.co.uk/v23/n04/michael-rogin/mon-pays","book review","22 February 2001","Mon Pays: Josephine Baker","Michael Rogin","3490","3112"
"http://www.lrb.co.uk/v23/n04/peter-campbell/at-tate-modern","exhibition review","22 February 2001","At Tate Modern: Century City","Peter Campbell","847","2891"
"http://www.lrb.co.uk/v23/n04/rw-johnson/how-mugabe-came-to-power","essay","22 February 2001","How Mugabe came to power: Wilfred Mhanda","R.W. Johnson","3510","10247"
"http://www.lrb.co.uk/v23/n04/thomas-jones/short-cuts","article","22 February 2001","Short Cuts: Anna Karenina, New Puritans, Books on Cooking the Books","Thomas Jones","938","1484"
"http://www.lrb.co.uk/v23/n04/wynne-godley/saving-masud-khan","essay","22 February 2001","Saving Masud Khan: psychoanalysis","Wynne Godley","6211","9643"
"http://www.lrb.co.uk/v23/n05/adrian-woolfson/so-much-for-genes","book review","8 March 2001","So much for genes: <em>The Century of the Gene</em> by Evelyn Fox Keller","Adrian Woolfson","3402","2934"
"http://www.lrb.co.uk/v23/n05/hermione-lee/gatsby-of-the-boulevards","book review","8 March 2001","Gatsby of the Boulevards: Morton Fullerton","Hermione Lee","4331","3486"
"http://www.lrb.co.uk/v23/n05/hugh-pennington/myrtle-street","book review","8 March 2001","Myrtle Street: The Royal Liverpool Children’s Inquiry","Hugh Pennington","3656","1672"
"http://www.lrb.co.uk/v23/n05/peter-campbell/at-the-hayward-and-the-british-museum","exhibition review","8 March 2001","At the Hayward and the British Museum: With Goya and Rembrandt","Peter Campbell","1217","2789"
"http://www.lrb.co.uk/v23/n05/thomas-jones/short-cuts","article","8 March 2001","Short Cuts: <em>New Writing</em>","Thomas Jones","879","1112"
"http://www.lrb.co.uk/v23/n06/elizabeth-lowry/yeti","book review","22 March 2001","Yeti: Doris Lessing","Elizabeth Lowry","3134","1653"
"http://www.lrb.co.uk/v23/n06/jason-burke/diary","diary","22 March 2001","Diary: An execution in Kabul","Jason Burke","3783","3033"
"http://www.lrb.co.uk/v23/n06/peter-campbell/at-the-national-gallery","exhibition review","22 March 2001","At the National Gallery: Paintings from the Berlin Nationalgalerie","Peter Campbell","1155","3218"
"http://www.lrb.co.uk/v23/n06/thomas-jones/short-cuts","article","22 March 2001","Short Cuts: Fastsellers","Thomas Jones","1063","840"
"http://www.lrb.co.uk/v23/n07/christopher-hitchens/done-deal","book review","5 April 2001","Done Deal: Nixon in China","Christopher Hitchens","2835","5150"
"http://www.lrb.co.uk/v23/n07/jeremy-harding/at-the-royal-academy","exhibition review","5 April 2001","At the Royal Academy: Botticelli","Jeremy Harding","930","2762"
"http://www.lrb.co.uk/v23/n07/murray-sayle/japan-goes-dutch","essay","5 April 2001","Japan goes Dutch: Japan’s economic troubles","Murray Sayle","5144","3649"
"http://www.lrb.co.uk/v23/n07/peter-wollen/leave-taking","book review","5 April 2001","Leave-Taking: Baader Meinhof Studies","Peter Wollen","4243","2943"
"http://www.lrb.co.uk/v23/n07/thomas-jones/short-cuts","article","5 April 2001","Short Cuts: Who’s the arts minister?","Thomas Jones","703","1425"
"http://www.lrb.co.uk/v23/n08/james-wood/gossip-in-gilt","book review","19 April 2001","Gossip in Gilt: John Updike’s <em>Licks of Love</em>","James Wood","3678","6091"
"http://www.lrb.co.uk/v23/n08/lawrence-hogben/sinking-the-bismarck","diary","19 April 2001","Sinking the ‘Bismarck’: the chase","Lawrence Hogben","3826","3238"
"http://www.lrb.co.uk/v23/n08/peter-campbell/at-tate-britain","exhibition review","19 April 2001","At Tate Britain: Stanley Spencer","Peter Campbell","1162","3605"
"http://www.lrb.co.uk/v23/n08/stephen-holmes/transitology","book review","19 April 2001","Transitology: <em>Failed Crusade: America and the Tragedy of Post-Communist Russia</em> by Stephen Cohen","Stephen Holmes","6233","5538"
"http://www.lrb.co.uk/v23/n08/tariq-ali/bitter-chill-of-winter","essay","19 April 2001","Bitter Chill of Winter: Kashmir","Tariq Ali","14183","8528"
"http://www.lrb.co.uk/v23/n08/thomas-jones/short-cuts","article","19 April 2001","Short Cuts: Amis Biz","Thomas Jones","694","1026"
"http://www.lrb.co.uk/v23/n09/david-bromwich/who-had-the-most-fun","book review","10 May 2001","Who had the most fun?: The Marx Brothers","David Bromwich","9056","5245"
"http://www.lrb.co.uk/v23/n09/frank-kermode/nutmegged","book review","10 May 2001","Nutmegged: <em>The War against Cliché: Essays and Reviews 1971-2000</em> by Martin Amis.","Frank Kermode","2685","6279"
"http://www.lrb.co.uk/v23/n09/jeremy-harding/at-the-british-museum","exhibition review","10 May 2001","At the British Museum: The African Galleries","Jeremy Harding","1044","2635"
"http://www.lrb.co.uk/v23/n09/jonathan-ree/tummy-talkers","book review","10 May 2001","Tummy-Talkers: Ventriloquists","Jonathan Rée","5540","2029"
"http://www.lrb.co.uk/v23/n09/rw-johnson/diary","diary","10 May 2001","Diary","R.W. Johnson","2030","996"
"http://www.lrb.co.uk/v23/n09/thomas-jones/short-cuts","article","10 May 2001","Short Cuts: Literary Prizes","Thomas Jones","986","1039"
"http://www.lrb.co.uk/v23/n10/david-simpson/touches-of-the-real","book review","24 May 2001","Touches of the Real: Stephen Greenblatt","David Simpson","3083","1665"
"http://www.lrb.co.uk/v23/n10/jasper-becker/comrade-jiang-zemin-does-indeed-seem-a-proper-choice","book review","24 May 2001","‘Comrade Jiang Zemin does indeed seem a proper choice’: Tiananmen Square","Jasper Becker","4016","3373"
"http://www.lrb.co.uk/v23/n10/mikkel-borch-jacobsen/little-brother-little-sister","book review","24 May 2001","Little Brother, Little Sister: Hysteria","Mikkel Borch-Jacobsen","4555","3116"
"http://www.lrb.co.uk/v23/n10/paul-laity/short-cuts","article","24 May 2001","Short Cuts: Little England","Paul Laity","836","590"
"http://www.lrb.co.uk/v23/n10/peter-campbell/in-soho","essay","24 May 2001","In Soho: Richard Rogers Partnership","Peter Campbell","955","4601"
"http://www.lrb.co.uk/v23/n11/david-blackbourn/the-prodigal-century","book review","7 June 2001","The Prodigal Century: <em>Something New under the Sun: An Environmental History of the 20th Century</em> by John McNeill","David Blackbourn","2585","1281"
"http://www.lrb.co.uk/v23/n11/edward-luttwak/power-cuts","article","7 June 2001","Power Cuts: Brownouts","Edward Luttwak","933","946"
"http://www.lrb.co.uk/v23/n11/glen-newey/how-do-you-like-your-liberalism-fat-or-thin","book review","7 June 2001","How do you like your liberalism: fat or thin?: John Gray","Glen Newey","4539","2459"
"http://www.lrb.co.uk/v23/n11/jl-nelson/catharama","book review","7 June 2001","Catharama: Heretics","J.L. Nelson","3372","1821"
"http://www.lrb.co.uk/v23/n11/peter-campbell/at-the-museum-of-london","exhibition review","7 June 2001","At the Museum of London: Artists’ studios","Peter Campbell","1058","3058"
"http://www.lrb.co.uk/v23/n12/colin-tudge/animal-experiences","book review","21 June 2001","Animal Experiences: at the zoo","Colin Tudge","3167","1331"
"http://www.lrb.co.uk/v23/n12/murray-sayle/after-george-w-bush-the-deluge","book review","21 June 2001","After George W. Bush, the Deluge: climate change","Murray Sayle","8033","1998"
"http://www.lrb.co.uk/v23/n12/peter-campbell/at-tate-britain","exhibition review","21 June 2001","At Tate Britain: James Gillray","Peter Campbell","1243","2962"
"http://www.lrb.co.uk/v23/n12/thomas-jones/short-cuts","article","21 June 2001","Short Cuts: Britney’s Biggest Fan","Thomas Jones","773","996"
"http://www.lrb.co.uk/v23/n12/zachary-leader/no-accident","book review","21 June 2001","No Accident: Gore Vidal’s Golden Age","Zachary Leader","4989","1606"
"http://www.lrb.co.uk/v23/n13/colin-burrow/waves-of-wo","book review","5 July 2001","Waves of Wo: George Gascoigne","Colin Burrow","3786","1740"
"http://www.lrb.co.uk/v23/n13/ian-gilmour/little-mercians","essay","5 July 2001","Little Mercians: why Kenneth Clarke should lead the Tories","Ian Gilmour","1880","937"
"http://www.lrb.co.uk/v23/n13/john-sutherland/long-live-the-codex","book review","5 July 2001","Long live the codex: the future of books","John Sutherland","2539","1580"
"http://www.lrb.co.uk/v23/n13/peter-campbell/at-the-national-gallery","exhibition review","5 July 2001","At the National Gallery: Vermeer and de Hooch","Peter Campbell","1517","2779"
"http://www.lrb.co.uk/v23/n13/ross-mckibbin/the-tax-and-spend-vote","essay","5 July 2001","The Tax-and-Spend Vote: will the election improve New Labour’s grasp on reality?","Ross McKibbin","5201","2194"
"http://www.lrb.co.uk/v23/n13/thomas-jones/short-cuts","article","5 July 2001","Short Cuts: the biography of stuff","Thomas Jones","819","1380"
"http://www.lrb.co.uk/v23/n14/david-runciman/invented-communities","book review","19 July 2001","Invented Communities: post-nationalism","David Runciman","3454","5076"
"http://www.lrb.co.uk/v23/n14/edward-said/cosmic-ambition","book review","19 July 2001","Cosmic Ambition: J.S. Bach","Edward Said","5360","2795"
"http://www.lrb.co.uk/v23/n14/jeremy-harding/short-cuts","article","19 July 2001","Short Cuts: Milosevic is delivered to the Hague","Jeremy Harding","1183","1225"
"http://www.lrb.co.uk/v23/n14/keith-thomas/no-high-heels-in-paradise","book review","19 July 2001","No High Heels in Paradise: John Evelyn’s <em>Elysium Britannicum</em>","Keith Thomas","2710","3150"
"http://www.lrb.co.uk/v23/n14/peter-campbell/at-condor-cycles","essay","19 July 2001","At Condor Cycles: The Tour","Peter Campbell","1422","4645"
"http://www.lrb.co.uk/v23/n14/peter-clarke/the-antagonisers-agoniser","book review","19 July 2001","The Antagoniser’s Agoniser: Keith Joseph","Peter Clarke","3193","2044"
"http://www.lrb.co.uk/v23/n15/amit-chaudhuri/a-bottle-of-ink-a-pen-and-a-blotter","essay","9 August 2001","A Bottle of Ink, a Pen and a Blotter: R.K. Narayan","Amit Chaudhuri","2925","2565"
"http://www.lrb.co.uk/v23/n15/ian-sansom/emotional-sushi","book review","9 August 2001","Emotional Sushi: Tony, Nick and Simon","Ian Sansom","3545","1495"
"http://www.lrb.co.uk/v23/n15/john-sturrock/the-man-from-nowhere","book review","9 August 2001","The Man from Nowhere: Burying André Malraux","John Sturrock","4499","3074"
"http://www.lrb.co.uk/v23/n15/peter-campbell/at-tate-britain","exhibition review","9 August 2001","At Tate Britain: Michael Andrews","Peter Campbell","1316","3590"
"http://www.lrb.co.uk/v23/n15/thomas-jones/short-cuts","article","9 August 2001","Short Cuts: Telly","Thomas Jones","762","1066"
"http://www.lrb.co.uk/v23/n16/hal-foster/why-all-the-hoopla","book review","23 August 2001","Why all the hoopla?: Frank Gehry","Hal Foster","3847","5656"
"http://www.lrb.co.uk/v23/n16/jeremy-harding/at-the-barbican","exhibition review","23 August 2001","At the Barbican: Pilger pictures","Jeremy Harding","914","2517"
"http://www.lrb.co.uk/v23/n16/mary-beard/lucky-city","book review","23 August 2001","Lucky City: Cicero","Mary Beard","3511","4758"
"http://www.lrb.co.uk/v23/n16/terry-eagleton/a-spot-of-firm-government","book review","23 August 2001","A Spot of Firm Government: Claude Rawson","Terry Eagleton","3085","5032"
"http://www.lrb.co.uk/v23/n16/thomas-jones/short-cuts","article","23 August 2001","Short Cuts: 10,860 novels","Thomas Jones","1164","1217"
"http://www.lrb.co.uk/v23/n17/james-meek/nuremberg-rally-invasion-of-poland-dunkirk-","essay","6 September 2001","Nuremberg Rally, Invasion of Poland, Dunkirk …: the never-ending wish to write about the Second World War","James Meek","3186","5063"
"http://www.lrb.co.uk/v23/n17/jenny-diski/oh-andrea-dworkin","book review","6 September 2001","Oh, Andrea Dworkin: <em>Misogyny: The Male Malady</em> by David Gilmore","Jenny Diski","2554","6485"
"http://www.lrb.co.uk/v23/n17/john-sturrock/short-cuts","article","6 September 2001","Short Cuts: at the Test Match","John Sturrock","766","695"
"http://www.lrb.co.uk/v23/n17/peter-campbell/at-the-musee-galliera","exhibition review","6 September 2001","At the Musée Galliera: Children’s clothes","Peter Campbell","1277","2633"
"http://www.lrb.co.uk/v23/n17/rory-stewart/diary","diary","6 September 2001","Diary: walking across Iran","Rory Stewart","4482","3749"
"http://www.lrb.co.uk/v23/n18/alison-jolly/that-there-is-me","book review","20 September 2001","That, there, is me: primate behaviour","Alison Jolly","2698","1710"
"http://www.lrb.co.uk/v23/n18/august-kleinzahler/too-bad-about-mrs-ferri","diary","20 September 2001","Too Bad about Mrs Ferri: wiseguys","August Kleinzahler","2292","3365"
"http://www.lrb.co.uk/v23/n18/daniel-soar/short-cuts","article","20 September 2001","Short Cuts: The <em>Big Issue</em>","Daniel Soar","1181","1391"
"http://www.lrb.co.uk/v23/n18/julian-bell/so-south-kensington","book review","20 September 2001","So South Kensington: Walter Sickert","Julian Bell","3521","1758"
"http://www.lrb.co.uk/v23/n18/peter-campbell/at-the-british-library","exhibition review","20 September 2001","At the British Library: the lie of the land","Peter Campbell","1582","2495"
"http://www.lrb.co.uk/v23/n18/thomas-laqueur/in-and-out-of-the-pantheon","book review","20 September 2001","In and Out of the Panthéon: funerals, politics and memory in France","Thomas Laqueur","5838","1568"
"http://www.lrb.co.uk/v23/n19/frank-kermode/point-of-view","book review","4 October 2001","Point of View: <em>Atonement</em> by Ian McEwan","Frank Kermode","2539","14226"
"http://www.lrb.co.uk/v23/n19/malcolm-bull/you-cant-build-a-new-society-with-a-stanley-knife","book review","4 October 2001","You can’t build a new society with a Stanley knife: Hardt and Negri’s <em>Empire</em>","Malcolm Bull","4998","8618"
"http://www.lrb.co.uk/v23/n19/nine-eleven-writers/11-september","essay","4 October 2001","11 September","","12916","21240"
"http://www.lrb.co.uk/v23/n19/peter-campbell/at-the-royal-academy","exhibition review","4 October 2001","At the Royal Academy: Frank Auerbach","Peter Campbell","1229","3842"
"http://www.lrb.co.uk/v23/n19/sukhdev-sandhu/aliens-and-others","diary","4 October 2001","Aliens and Others: the desolation of Manhattan","Sukhdev Sandhu","2630","1776"
"http://www.lrb.co.uk/v23/n19/will-frears/11-september","diary","4 October 2001","11 September: At Ground Zero","Will Frears","2427","1055"
"http://www.lrb.co.uk/v23/n20/james-buchan/my-hogs","diary","18 October 2001","My Hogs: Gloucester Old Spots","James Buchan","2978","1783"
"http://www.lrb.co.uk/v23/n20/megan-vaughan/i-am-my-own-foundation","book review","18 October 2001","‘I am my own foundation’: Fanon and Third Worldism","Megan Vaughan","5391","1751"
"http://www.lrb.co.uk/v23/n20/peter-campbell/on-the-streets","essay","18 October 2001","On the Streets: The Plane Trees of London","Peter Campbell","1408","3893"
"http://www.lrb.co.uk/v23/n20/steven-shapin/guests-in-the-presidents-house","book review","18 October 2001","Guests in the President’s House: Science Inc.","Steven Shapin","3726","4127"
"http://www.lrb.co.uk/v23/n20/thomas-jones/short-cuts","article","18 October 2001","Short Cuts: Scrabble","Thomas Jones","1040","2704"
"http://www.lrb.co.uk/v23/n21/august-kleinzahler/an-englishman-abroad","poem","1 November 2001","Poem: ‘An Englishman Abroad’","August Kleinzahler","559","2361"
"http://www.lrb.co.uk/v23/n21/elaine-showalter/das-nuffa-dat-and-biggloria3","book review","1 November 2001","Das Nuffa Dat and BigGloria3: Up and Down the Academic Ladder","Elaine Showalter","2306","1670"
"http://www.lrb.co.uk/v23/n21/james-davidson/bonkers-about-boys","book review","1 November 2001","Bonkers about Boys: Alexander the Great","James Davidson","5903","5286"
"http://www.lrb.co.uk/v23/n21/paul-seabright/what-explosion","diary","1 November 2001","What Explosion?: in Toulouse","Paul Seabright","2516","2771"
"http://www.lrb.co.uk/v23/n21/peter-campbell/at-the-brunei-gallery","exhibition review","1 November 2001","At the Brunei Gallery: Indian photography","Peter Campbell","1210","3040"
"http://www.lrb.co.uk/v23/n21/susan-eilenberg/leaf-button-dog","book review","1 November 2001","Leaf, Button, Dog: The Sins of Hester Thrale","Susan Eilenberg","4317","2058"
"http://www.lrb.co.uk/v23/n21/thomas-jones/short-cuts","article","1 November 2001","Short Cuts: Darwinians &amp; Creationists","Thomas Jones","803","1510"
"http://www.lrb.co.uk/v23/n22/iain-sinclair/in-hackney","exhibition review","15 November 2001","In Hackney: Steve Dilworth","Iain Sinclair","2351","2340"
"http://www.lrb.co.uk/v23/n22/ian-sansom/smorgasbits","book review","15 November 2001","Smorgasbits: Jim Crace","Ian Sansom","3096","1328"
"http://www.lrb.co.uk/v23/n22/jenny-turner/reasons-for-liking-tolkien","essay","15 November 2001","Reasons for Liking Tolkien: The Hobbit Habit","Jenny Turner","13535","7225"
"http://www.lrb.co.uk/v23/n22/thomas-jones/short-cuts","article","15 November 2001","Short Cuts: TV Lit","Thomas Jones","939","904"
"http://www.lrb.co.uk/v23/n23/conor-gearty/airy-fairy","book review","29 November 2001","Airy-Fairy: Blunkett’s Folly","Conor Gearty","6530","2319"
"http://www.lrb.co.uk/v23/n23/hal-foster/bigness","book review","29 November 2001","Bigness: Rem Koolhaas","Hal Foster","5130","10345"
"http://www.lrb.co.uk/v23/n23/nicholas-penny/joining-the-gang","book review","29 November 2001","Joining the Gang: Anthony Blunt","Nicholas Penny","2680","1755"
"http://www.lrb.co.uk/v23/n23/peter-campbell/at-the-national-gallery","exhibition review","29 November 2001","At the National Gallery: Pisanello","Peter Campbell","1299","2788"
"http://www.lrb.co.uk/v23/n23/thomas-jones/short-cuts","article","29 November 2001","Short Cuts: friendsreunited.com","Thomas Jones","804","1127"
"http://www.lrb.co.uk/v23/n24/andrew-ohagan/everything-must-go","book review","13 December 2001","Everything Must Go!: American Beauties","Andrew O’Hagan","3649","4923"
"http://www.lrb.co.uk/v23/n24/edward-said/my-guru","essay","13 December 2001","My Guru: Elegy for Ibrahim Abu-Lughod","Edward Said","3203","4002"
"http://www.lrb.co.uk/v23/n24/john-mullan/unpranked-lyre","book review","13 December 2001","Unpranked Lyre: The Laziness of Thomas Gray","John Mullan","5016","1246"
"http://www.lrb.co.uk/v23/n24/michael-wood/just-one-of-those-ends","film review","13 December 2001","Just one of those ends","Michael Wood","4314","4756"
"http://www.lrb.co.uk/v23/n24/peter-campbell/at-the-v-and-a","exhibition review","13 December 2001","At the V&amp;A: Among the Artefacts","Peter Campbell","1459","3024"
"http://www.lrb.co.uk/v23/n24/thomas-jones/short-cuts","article","13 December 2001","Short Cuts: Ulysses vs. Ulysses","Thomas Jones","869","2175"
"http://www.lrb.co.uk/v24/n01/alan-bennett/seeing-stars","memoir","3 January 2002","Seeing Stars: film actors","Alan Bennett","6098","2821"
"http://www.lrb.co.uk/v24/n01/barbara-taylor/mother-haters-and-other-rebels","book review","3 January 2002","Mother-Haters and Other Rebels: Heroine Chic","Barbara Taylor","2946","1873"
"http://www.lrb.co.uk/v24/n01/edward-said/is-israel-more-secure-now","essay","3 January 2002","Is Israel more secure now?: Israel’s Dead End","Edward Said","2498","3753"
"http://www.lrb.co.uk/v24/n01/james-francken/short-cuts","article","3 January 2002","Short Cuts: The big book prizes","James Francken","965","552"
"http://www.lrb.co.uk/v24/n01/james-wood/mixed-feelings","book review","3 January 2002","Mixed Feelings: Italo Svevo’s Last Cigarette","James Wood","5110","5820"
"http://www.lrb.co.uk/v24/n01/peter-campbell/at-the-imperial-war-museum","exhibition review","3 January 2002","At the Imperial War Museum: Agitprop","Peter Campbell","1399","3143"
"http://www.lrb.co.uk/v24/n02/dan-jacobson/you-muddy-fools","interview","14 January 2002","You Muddy Fools: In the months before his death Ian Hamilton talked about himself to Dan Jacobson","Dan Jacobson","19227","2246"
